"City.Feature","Common.Name","Address","Website","Longitude","Latitude","Location","Neighborhood"
"Fire Stations","Fire Station #25","1300 E PINE ST","",-122.315096,47.615568,"(47.615568, -122.315096)","Capitol Hill"
"Computer/Media Center","611 12th AV S STE 300","Seattle Indian Center","",-122.31838,47.59721,"(47.59721, -122.31838)","Little Saigon"
"Traffic Cameras","","I-5 at Pine Street","http://www.seattle.gov/trafficcams/i5_pine.htm",-122.329823,47.614455,"(47.614455, -122.329823)","Downtown"
"Traffic Cameras","","Northgate Way and 5th Ave NE","http://www.seattle.gov/trafficcams/northgate_5thb.htm",-122.323277,47.708594,"(47.708594, -122.323277)","Northgate"
"Traffic Cameras","","Northgate Way and 5th Ave NE","http://www.seattle.gov/trafficcams/northgate_5thb.htm",-122.323074,47.708597,"(47.708597, -122.323074)","Northgate"
"Traffic Cameras","","Aurora Ave and Mercer St","http://www.seattle.gov/trafficcams/aurora_mercer.htm",-122.343659,47.6245,"(47.6245, -122.343659)","South Lake Union"
"Traffic Cameras","","Fairview and Mercer St","http://www.seattle.gov/trafficcams/fairview_mercer.htm",-122.334291,47.624539,"(47.624539, -122.334291)","South Lake Union"
"Traffic Cameras","","4th Ave South at I-90 Ramps","http://www.seattle.gov/trafficcams/4thave_i90.htm",-122.329052,47.594286,"(47.594286, -122.329052)","International District"
"Traffic Cameras","","4th and Atlantic","http://www.seattle.gov/trafficcams/4th_atlantic.htm",-122.328841,47.590302,"(47.590302, -122.328841)","Industrial District"
"Traffic Cameras","","6th Ave S at S Spokane St","http://www.seattle.gov/trafficcams/6th_Spokane.htm",-122.325985,47.571713,"(47.571713, -122.325985)","Industrial District"
"Traffic Cameras","","3rd Ave S at S Lander St","http://www.seattle.gov/trafficcams/3rd_Lander.htm",-122.32999,47.579807,"(47.579807, -122.32999)","Industrial District"
"Traffic Cameras","","W Marginal Way at S Chelan St","http://www.seattle.gov/trafficcams/Marginal_Chelan.htm",-122.360011,47.572095,"(47.572095, -122.360011)","Industrial District"
"Traffic Cameras","","West Seattle Bridge at Delridge Exit","http://www.seattle.gov/trafficcams/WSB_Delridge.htm",-122.35676,47.567063,"(47.567063, -122.35676)","North Delridge"
"Traffic Cameras","","35th Avenue SW and Fauntleroy Way SW","http://www.seattle.gov/trafficcams/35th_fauntleroy.htm",-122.376192,47.565038,"(47.565038, -122.376192)","Junction"
"Traffic Cameras","","Fauntleroy Way SW and SW Alaska","http://www.seattle.gov/trafficcams/fauntleroy_alaska.htm",-122.376216,47.561064,"(47.561064, -122.376216)","Fairmount Park"
"Traffic Cameras","","1st Ave S at E Marginal Way S","http://www.seattle.gov/trafficcams/1st_Marginal.htm",-122.334313,47.548269,"(47.548269, -122.334313)","Georgetown"
"Traffic Cameras","","4th Ave S at S Michigan S","http://www.seattle.gov/trafficcams/4th_Michigan.htm",-122.329591,47.545334,"(47.545334, -122.329591)","Georgetown"
"Traffic Cameras","","145th at Lake City Way","http://www.seattle.gov/trafficcams/145th_lakecity.htm",-122.292232,47.733755,"(47.733755, -122.292232)",NA
"Traffic Cameras","","Lakecity Way at 125th","http://www.seattle.gov/trafficcams/lakecity_125th.htm",-122.295234,47.719278,"(47.719278, -122.295234)","Olympic Hills"
"Traffic Cameras","","15th Ave Ne at 80th","http://www.seattle.gov/trafficcams/15th_80th.htm",-122.313358,47.686688,"(47.686688, -122.313358)","Roosevelt"
"Traffic Cameras","","Lake City Way at 15th","http://www.seattle.gov/trafficcams/lakecity_15th.htm",-122.312175,47.687515,"(47.687515, -122.312175)","Roosevelt"
"Traffic Cameras","","I-5 at Northgate Way","http://www.seattle.gov/trafficcams/i5_northgate.htm",-122.330136,47.708652,"(47.708652, -122.330136)","Haller Lake"
"Traffic Cameras","","I-5 at NE 85th Street","http://www.seattle.gov/trafficcams/i5_85th.htm",-122.329912,47.690709,"(47.690709, -122.329912)","North College Park"
"Traffic Cameras","","I-5 at NE 45th Street","http://www.seattle.gov/trafficcams/i5_45th.htm",-122.322414,47.661199,"(47.661199, -122.322414)","Wallingford"
"Traffic Cameras","","North on Montlake Blvd at SR520","http://www.seattle.gov/trafficcams/montlake_north.htm",-122.304372,47.644414,"(47.644414, -122.304372)","Montlake"
"Traffic Cameras","","SR 520 Midspan","http://www.seattle.gov/trafficcams/sr520_midspan.htm",-122.284455,47.644568,"(47.644568, -122.284455)","Broadmoor"
"Traffic Cameras","","I-5 at Roanoke Street","http://www.seattle.gov/trafficcams/i5_spokane.htm",-122.323198,47.643234,"(47.643234, -122.323198)","Eastlake"
"Traffic Cameras","","I-5 at Mercer Street","http://www.seattle.gov/trafficcams/i5_mercer.htm",-122.328323,47.624222,"(47.624222, -122.328323)","Capitol Hill"
"Traffic Cameras","","Alaskan Way at Royal Brougham","http://www.seattle.gov/trafficcams/alaskan_royal.htm",-122.336546,47.592394,"(47.592394, -122.336546)","Industrial District"
"Traffic Cameras","","Alaskan Way at Terminal 42","http://www.seattle.gov/trafficcams/alaskan_terminal42.htm",-122.335154,47.594305,"(47.594305, -122.335154)","Pioneer Square"
"Traffic Cameras","","Harbor Island","http://www.seattle.gov/trafficcams/harbor_island.htm",-122.349782,47.571733,"(47.571733, -122.349782)","Harbor Island"
"Traffic Cameras","","I-5 at Yesler Way","http://www.seattle.gov/trafficcams/i5_yesler.htm",-122.324898,47.601668,"(47.601668, -122.324898)","International District"
"Traffic Cameras","","I-5/I-90 Interchange","http://www.seattle.gov/trafficcams/i5_i90.htm",-122.322192,47.593365,"(47.593365, -122.322192)","International District"
"Traffic Cameras","","I-5 at Holgate Street","http://www.seattle.gov/trafficcams/i5_holgate.htm",-122.32072,47.586386,"(47.586386, -122.32072)","Industrial District"
"Traffic Cameras","","I-90 at 18th Avenue South","http://www.seattle.gov/trafficcams/i90_18th.htm",-122.309477,47.589393,"(47.589393, -122.309477)","North Beacon Hill"
"Traffic Cameras","","I-90 Midspan","http://www.seattle.gov/trafficcams/i90_midspan.htm",-122.268192,47.590148,"(47.590148, -122.268192)",NA
"Traffic Cameras","","I-5 at Spokane Street","http://www.seattle.gov/trafficcams/i5_spokane.htm",-122.320755,47.571453,"(47.571453, -122.320755)","Industrial District"
"Traffic Cameras","","I-5 at Albro Place","http://www.seattle.gov/trafficcams/i5_albro.htm",-122.311985,47.548715,"(47.548715, -122.311985)","Beacon Hill"
"Traffic Cameras","","I-5 at Mid-Boeing Field","http://www.seattle.gov/trafficcams/I5_Boeing.htm",-122.291273,47.52294,"(47.52294, -122.291273)","South Beacon Hill"
"Traffic Cameras","","SR-99 at Michigan Street","http://www.seattle.gov/trafficcams/sr99_michigan.htm",-122.333347,47.54554,"(47.54554, -122.333347)","Georgetown"
"Traffic Cameras","","SR-99 at West Marginal Way","http://www.seattle.gov/trafficcams/sr99_westmarginal.htm",-122.334664,47.538958,"(47.538958, -122.334664)","South Park"
"Traffic Cameras","","NE 45th St at Union Bay Place NE","http://www.seattle.gov/trafficcams/45_Union_Bay.htm",-122.292855,47.661239,"(47.661239, -122.292855)","Ravenna"
"Traffic Cameras","","Alaskan Way S at S Washington St","http://www.seattle.gov/trafficcams/alaskan_wash.htm",-122.33598,47.600875,"(47.600875, -122.33598)","Waterfront"
"Traffic Cameras","","Aurora Ave N at Aloha S","http://www.seattle.gov/trafficcams/Aurora_Aloha.htm",-122.343553,47.627142,"(47.627142, -122.343553)","South Lake Union"
"Traffic Cameras","","Aurora Ave N and 145th St","http://www.seattle.gov/trafficcams/aurora_145tha.htm",-122.345105,47.73429,"(47.73429, -122.345105)","Westminster Triangle"
"Traffic Cameras","","Aurora Ave N and 130th St","http://www.seattle.gov/trafficcams/aurora_130tha.htm",-122.344981,47.723323,"(47.723323, -122.344981)","Haller Lake"
"Traffic Cameras","","Aurora Ave N and 130th St","http://www.seattle.gov/trafficcams/aurora_130thb.htm",-122.344766,47.722915,"(47.722915, -122.344766)","Haller Lake"
"Traffic Cameras","","Aurora Ave N and 103rd St","http://www.seattle.gov/trafficcams/aurora_103rd.htm",-122.344679,47.703601,"(47.703601, -122.344679)","Greenwood"
"Traffic Cameras","","Aurora Ave N and 85th St","http://www.seattle.gov/trafficcams/aurora_85th.htm",-122.344518,47.69065,"(47.69065, -122.344518)","Greenwood"
"Traffic Cameras","","Aurora Ave N and Winona Ave N","http://www.seattle.gov/trafficcams/aurora_winona.htm",-122.346392,47.681802,"(47.681802, -122.346392)","Phinney Ridge"
"Traffic Cameras","","Montlake Blvd NE at 25th Ave NE","http://www.seattle.gov/trafficcams/Montlake_25th.htm",-122.30114,47.65898,"(47.65898, -122.30114)","University District"
"Traffic Cameras","","Montlake Blvd NE at Lake Washington Blvd","http://www.seattle.gov/trafficcams/Montlake_LakeWash.htm",-122.30415,47.644011,"(47.644011, -122.30415)","Montlake"
"Traffic Cameras","","Aurora Ave N and 145th St","http://www.seattle.gov/trafficcams/aurora_145thb.htm",-122.345093,47.733879,"(47.733879, -122.345093)","Haller Lake"
"Traffic Cameras","","Aurora Ave N and 105th St","http://www.seattle.gov/trafficcams/aurora_105th.htm",-122.344697,47.705049,"(47.705049, -122.344697)","Greenwood"
"Traffic Cameras","","Aurora Ave N and 87th St","http://www.seattle.gov/trafficcams/aurora_87th.htm",-122.344541,47.69201,"(47.69201, -122.344541)","Greenwood"
"Traffic Cameras","","Montlake Blvd NE at NE Pacific St","http://www.seattle.gov/trafficcams/Montlake_Pacific.htm",-122.30465,47.651073,"(47.651073, -122.30465)","University District"
"Traffic Cameras","","NE Northgate Way and 1st Ave NE","http://www.seattle.gov/trafficcams/northgate_1st.htm",-122.328636,47.708628,"(47.708628, -122.328636)","Northgate"
"Traffic Cameras","","Fairview and Valley St","http://www.seattle.gov/trafficcams/fairview_valley.htm",-122.334542,47.625958,"(47.625958, -122.334542)","South Lake Union"
"Traffic Cameras","","Royal Brougham at Safeco Field","http://www.seattle.gov/trafficcams/royal_safeco.htm",-122.333266,47.592394,"(47.592394, -122.333266)","Industrial District"
"Traffic Cameras","","1st Ave S at S Holgate St","http://www.seattle.gov/trafficcams/1st_Holgate.htm",-122.335124,47.586104,"(47.586104, -122.335124)","Industrial District"
"Traffic Cameras","","West Seattle Bridge Mid-span","http://www.seattle.gov/trafficcams/WSB_Mid-span.htm",-122.363502,47.571481,"(47.571481, -122.363502)","Industrial District"
"Traffic Cameras","","E Marginal Way at S Hudson St","http://www.seattle.gov/trafficcams/Marginal_Hudson.htm",-122.339113,47.557411,"(47.557411, -122.339113)","Industrial District"
"Traffic Cameras","","Lake City Way at 145th","http://www.seattle.gov/trafficcams/lakecity_145th.htm",-122.292435,47.733753,"(47.733753, -122.292435)",NA
"Traffic Cameras","","125th at Lakecity Way","http://www.seattle.gov/trafficcams/125th_lakecity.htm",-122.295031,47.71928,"(47.71928, -122.295031)","Cedar Park"
"Traffic Cameras","","I-5 at NE 145th Street","http://www.seattle.gov/trafficcams/i5_145th.htm",-122.325597,47.734067,"(47.734067, -122.325597)","Parkwood"
"Traffic Cameras","","I-5 at Lake City Way","http://www.seattle.gov/trafficcams/i5_lakecityway.htm",-122.320986,47.681385,"(47.681385, -122.320986)","Green Lake"
"Traffic Cameras","","SR 520 at Montlake Blvd","http://www.seattle.gov/trafficcams/sr520_montlake.htm",-122.30417,47.644416,"(47.644416, -122.30417)","Montlake"
"Off Leash Areas","Genesee Park & Playfield","4316 S Genesee St.","http://www.seattle.gov/parks/offleash_detail.asp?ID=409",-122.276077,47.563948,"(47.563948, -122.276077)","Columbia City"
"Off Leash Areas","Sand Point/Magnuson Park","6550 Sand Point Way NE","http://www.seattle.gov/parks/offleash_detail.asp?ID=398",-122.257095,47.682704,"(47.682704, -122.257095)","Sand Point"
"Off Leash Areas","Woodland Park","Aurora Ave. N and N 59th St.","http://www.seattle.gov/parks/offleash_detail.asp?ID=292",-122.344309,47.670424,"(47.670424, -122.344309)","Woodland"
"Off Leash Areas","Plymouth Pillars Park","Broen Ave and Pike St","http://www.seattle.gov/parks/offleash_detail.asp?ID=4000",-122.329092,47.614124,"(47.614124, -122.329092)","Capitol Hill"
"Off Leash Areas","Sam Smith Park/Blue Dog Pond","Martin Luther King Jr. Way & S Massachusetts St.","http://www.seattle.gov/parks/offleash_detail.asp?ID=4242",-122.298633,47.588889,"(47.588889, -122.298633)","Atlantic"
"Off Leash Areas","Golden Gardens Park","8498 Seaview Pl. NW","http://www.seattle.gov/parks/offleash_detail.asp?ID=243",-122.400637,47.690902,"(47.690902, -122.400637)","North Beach"
"Off Leash Areas","Dr. Jose Rizal Park","1008 12th Ave. S","http://www.seattle.gov/parks/offleash_detail.asp?ID=433",-122.318094,47.593859,"(47.593859, -122.318094)","North Beacon Hill"
"Off Leash Areas","Northacres Park","12718 1st Ave. NE","http://www.seattle.gov/parks/offleash_detail.asp?ID=361",-122.326124,47.721775,"(47.721775, -122.326124)","Haller Lake"
"Off Leash Areas","Regrade Park","2251 3rd Ave.","http://www.seattle.gov/parks/offleash_detail.asp?ID=336",-122.344776,47.614346,"(47.614346, -122.344776)","Belltown"
"Off Leash Areas","Westcrest Park","8806 8th Ave SW","http://www.seattle.gov/parks/offleash_detail.asp?ID=468",-122.341719,47.525783,"(47.525783, -122.341719)","Highland Park"
"Off Leash Areas","I-5 Colonnade","Beneath I-5, South of E Howe St","http://www.seattle.gov/parks/offleash_detail.asp?ID=4446",-122.323409,47.634898,"(47.634898, -122.323409)","South Lake Union"
"Boat Launches","Cormorant Cove Park Boat Launch","3701 Beach Dr. SW","http://www.seattle.gov/parks/park_detail.asp?ID=295",-122.41126,47.570967,"(47.570967, -122.41126)","Alki"
"Boat Launches","Lowman Park Boat Launch","7017 Beach Dr. SW","http://www.seattle.gov/parks/park_detail.asp?ID=461",-122.397522,47.540127,"(47.540127, -122.397522)","Gatewood"
"Boat Launches","Duwamish Waterway Park Boat Launch","7900 10th Ave. S","http://www.seattle.gov/parks/park_detail.asp?ID=705",-122.319716,47.531384,"(47.531384, -122.319716)","South Park"
"Boat Launches","Golden Gardens Park Boat Launch","8498 Seaview Pl. NW","http://www.seattle.gov/parks/park_detail.asp?ID=9999",-122.403121,47.689725,"(47.689725, -122.403121)","Sunset Hill"
"Boat Launches","Fairview Walkway Boat Launch","2900 Fairview Ave. E","http://www.seattle.gov/parks/park_detail.asp?ID=2975",-122.327462,47.631626,"(47.631626, -122.327462)","South Lake Union"
"Boat Launches","Day Street Boat Launch","1400 Lakeside Ave. S","http://www.seattle.gov/parks/park_detail.asp?ID=4082",-122.285738,47.590064,"(47.590064, -122.285738)","Mt. Baker"
"Boat Launches","Stan Sayers/Mount Baker Rowing And Sailing Center Boat Launch","3800 Lake Washington Blvd. S.","http://www.seattle.gov/parks/park_detail.asp?ID=425",-122.278219,47.570356,"(47.570356, -122.278219)","Genesee"
"Boat Launches","Sand Point Magnuson Park-North Shore Boat Launch","6550 Sand Point Way NE","http://www.seattle.gov/parks/park_detail.asp?ID=398",-122.265028,47.689261,"(47.689261, -122.265028)","Sand Point"
"Boat Launches","Lincoln Park Boat Launch","8011 Fauntleroy Way SW","http://www.seattle.gov/parks/park_detail.asp?ID=460",-122.394806,47.526098,"(47.526098, -122.394806)","Fauntleroy"
"Boat Launches","Green Lake Small Craft Center","5900 W Green Lake Way N","http://www.seattle.gov/parks/park_detail.asp?ID=9998",-122.342949,47.671761,"(47.671761, -122.342949)","Green Lake"
"Boat Launches","Alki Beach Park - West Boat Launch","1702 Alki Ave. SW","http://www.seattle.gov/parks/park_detail.asp?ID=445",-122.414817,47.578243,"(47.578243, -122.414817)","Alki"
"Boat Launches","Carkeek Park Landing","950 NW Carkeek Park Rd.","http://www.seattle.gov/parks/park_detail.asp?ID=240",-122.379763,47.712194,"(47.712194, -122.379763)","Broadview"
"Boat Launches","Leschi Park Boat Ramp","100 Lakeside Ave. S","http://www.seattle.gov/parks/park_detail.asp?ID=367",-122.284211,47.601518,"(47.601518, -122.284211)","Leschi"
"Boat Launches","14th Ave. Nw Boat Ramp","NW 45th St. and 14 Ave. NW","http://www.seattle.gov/parks/park_detail.asp?ID=4010",-122.373536,47.660775,"(47.660775, -122.373536)","West Woodland"
"Boat Launches","Richey View Point Launch","63rd Ave. SW and Beach Dr. SW","http://www.seattle.gov/parks/park_detail.asp?ID=80",-122.413877,47.57242,"(47.57242, -122.413877)","Alki"
"Boat Launches","Green Lake Park Cove Boat Lauch","7201 E Green Lake Dr. N","http://www.seattle.gov/parks/park_detail.asp?ID=307",-122.330394,47.678938,"(47.678938, -122.330394)","Green Lake"
"Boat Launches","Mccurdy Park Boat Launch","E Hamlin St. and E Park Dr. E","http://www.seattle.gov/parks/park_detail.asp?ID=372",-122.299178,47.645437,"(47.645437, -122.299178)","Montlake"
"Boat Launches","32nd Ave. West Boat Launch","The southern street end of 32nd Ave. W","http://www.seattle.gov/parks/park_detail.asp?ID=317",-122.398993,47.632366,"(47.632366, -122.398993)","Magnolia"
"Boat Launches","Sunnyside Ave. N Boat Ramp","2301 NE Northlake Way","http://www.seattle.gov/parks/park_detail.asp?ID=3903",-122.330723,47.650292,"(47.650292, -122.330723)","Wallingford"
"Boat Launches","Fairview Park  Boat Launch","2900 Fairview Ave. E","http://www.seattle.gov/parks/park_detail.asp?ID=2975",-122.325368,47.647413,"(47.647413, -122.325368)","Eastlake"
"Boat Launches","Ferdinand Street Boat Launch","100 Lakeside Ave. S","http://www.seattle.gov/parks/park_detail.asp?ID=367",-122.261655,47.557318,"(47.557318, -122.261655)","Lakewood"
"Boat Launches","Terry Pettus Park Boat Launch","E Newton St. and Fairview Ave. E","http://www.seattle.gov/parks/park_detail.asp?ID=3889",-122.329456,47.636752,"(47.636752, -122.329456)","South Lake Union"
"Boat Launches","Seacrest Park Boat Launch","1531 California Way SW","http://www.seattle.gov/parks/park_detail.asp?ID=455",-122.381226,47.589941,"(47.589941, -122.381226)","Alki"
"Boat Launches","Atlantic City Boat Ramp","8702 Seward Park Ave. S","http://www.seattle.gov/parks/park_detail.asp?ID=4081",-122.263078,47.522834,"(47.522834, -122.263078)","Dunlap"
"Boat Launches","South Lake Union Park Boat Launch","1000 Valley St.","http://www.seattle.gov/parks/park_detail.asp?ID=344",-122.338848,47.627015,"(47.627015, -122.338848)","South Lake Union"
"Boat Launches","Green Lake Park East Boat Launch","foot of NE 64th St.","http://www.seattle.gov/parks/park_detail.asp?ID=9996",-122.334113,47.675506,"(47.675506, -122.334113)","Green Lake"
"Boat Launches","Beer Sheva Park Boat Launch","8650 55th Ave. S","http://www.seattle.gov/parks/park_detail.asp?ID=440",-122.262859,47.523512,"(47.523512, -122.262859)","Dunlap"
"Boat Launches","Matthews Beach Boat Launch","9300 51st Ave. NE","http://www.seattle.gov/parks/park_detail.asp?ID=347",-122.271785,47.694564,"(47.694564, -122.271785)","Matthews Beach"
"Boat Launches","Martha Washington Park Boat Launch","6612 57th Ave. S","http://www.seattle.gov/parks/park_detail.asp?ID=432",-122.259287,47.542212,"(47.542212, -122.259287)","Seward Park"
"Boat Launches","South Passage Park Boat Launch","3320 Fuhrman Ave. E","http://www.seattle.gov/parks/park_detail.asp?ID=377",-122.322486,47.652087,"(47.652087, -122.322486)","Portage Bay"
"Boat Launches","Alki Beach Park - East Boat Launch","1702 Alki Ave. SW","http://www.seattle.gov/parks/park_detail.asp?ID=445",-122.402173,47.582912,"(47.582912, -122.402173)","Alki"
"Boat Launches","Magnuson Park Boat Ramp","6550 Sand Point Way NE","http://www.seattle.gov/parks/park_detail.asp?ID=398",-122.250113,47.676856,"(47.676856, -122.250113)","Sand Point"
"Boat Launches","Green Lake Park West Boat Launch","NW of Duck Island","http://www.seattle.gov/parks/park_detail.asp?ID=9995",-122.342511,47.680833,"(47.680833, -122.342511)","Green Lake"
"Boat Launches","Washington Park And Arboretum Boat Launch","2300 Arboretum Dr. E","http://www.seattle.gov/parks/park_detail.asp?ID=393",-122.292647,47.641707,"(47.641707, -122.292647)","Broadmoor"
"Boat Launches","Seward Park Boat Launch","5902 Lake Washington Blvd. S","http://www.seattle.gov/parks/park_detail.asp?ID=428",-122.250639,47.54923,"(47.54923, -122.250639)","Seward Park"
"Boat Launches","Eddie Vine Boat Ramp","8001 Seaview Ave. NW","http://www.seattle.gov/parks/park_detail.asp?ID=243",-122.403454,47.686852,"(47.686852, -122.403454)","Sunset Hill"
"Boat Launches","Magnuson Park Boat Launch","6550 Sand Point Way NE","http://www.seattle.gov/parks/park_detail.asp?ID=398",-122.250151,47.675322,"(47.675322, -122.250151)","Sand Point"
"Boat Launches","Stan Sayers Memorial Park Boat Ramp","3800 Lake Washington Blvd. S.","http://www.seattle.gov/parks/park_detail.asp?ID=425",-122.277162,47.571222,"(47.571222, -122.277162)","Genesee"
"Boat Launches","Don Armeni Boat Ramp","1222 Harbor Ave. SW","http://www.seattle.gov/parks/park_detail.asp?ID=3917",-122.382295,47.59274,"(47.59274, -122.382295)","Alki"
"Libraries","Broadview","12755 GREENWOOD AV N","http://www.spl.org/default.asp?pageID=branch_open&branchID=5",-122.356032,47.723004,"(47.723004, -122.356032)","Broadview"
"Libraries","Delridge","5423 DELRIDGE WAY SW","http://www.spl.org/default.asp?pageID=branch_open&branchID=8",-122.363319,47.553047,"(47.553047, -122.363319)","High Point"
"Libraries","Green Lake","7364 E GREEN LAKE DR N","http://www.spl.org/default.asp?pageID=branch_open&branchID=11",-122.326717,47.681501,"(47.681501, -122.326717)","Green Lake"
"Libraries","International District","713 8TH AV S","http://www.spl.org/default.asp?pageID=branch_open&branchID=14",-122.322834,47.596249,"(47.596249, -122.322834)","International District"
"Libraries","Mobile Services","2025 9TH AV","http://www.spl.org/default.asp?pageID=branch_mobile&branchID=30",-122.337025,47.616804,"(47.616804, -122.337025)","Denny Triangle"
"Libraries","Lake City","12501 28TH AV NE","http://www.spl.org/default.asp?pageID=branch_open&branchID=15",-122.298087,47.719861,"(47.719861, -122.298087)","Olympic Hills"
"Libraries","Madrona\Sally Goldmark","1134 33RD AV","http://www.spl.org/default.asp?pageID=branch_open&branchID=16",-122.290014,47.612674,"(47.612674, -122.290014)","Madrona"
"Libraries","Magnolia","2801 34TH AV W","http://www.spl.org/default.asp?pageID=branch_open&branchID=17",-122.401344,47.645316,"(47.645316, -122.401344)","Magnolia"
"Libraries","Montlake","2401 24TH AV E","http://www.spl.org/default.asp?pageID=branch_open&branchID=18",-122.301591,47.639747,"(47.639747, -122.301591)","Montlake"
"Libraries","Newholly","7058 32ND AV S","http://www.spl.org/default.asp?pageID=branch_open&branchID=19",-122.290951,47.538994,"(47.538994, -122.290951)","Holly Park"
"Libraries","North East","6801 35TH AV NE","http://www.spl.org/default.asp?pageID=branch_open&branchID=20",-122.290711,47.677854,"(47.677854, -122.290711)","Ravenna"
"Libraries","Northgate","10548 5TH AV NE","http://www.spl.org/default.asp?pageID=branch_open&branchID=21",-122.322677,47.706193,"(47.706193, -122.322677)","Northgate"
"Libraries","Queen Anne","400 W GARFIELD ST","http://www.spl.org/default.asp?pageID=branch_open&branchID=22",-122.362744,47.633781,"(47.633781, -122.362744)","West Queen Anne"
"Libraries","Rainier Beach","9125 RAINIER AV S","http://www.spl.org/default.asp?pageID=branch_open&branchID=23",-122.270465,47.521356,"(47.521356, -122.270465)","Dunlap"
"Libraries","Southwest","9010 35TH AV SW","http://www.spl.org/default.asp?pageID=branch_open&branchID=26",-122.376182,47.522442,"(47.522442, -122.376182)","Roxhill"
"Libraries","Talking Book\  & Braille","2021 9TH AV","http://www.wtbbl.org/",-122.336823,47.61668,"(47.61668, -122.336823)","Denny Triangle"
"Libraries","University","5009 ROOSEVELT WY NE","http://www.spl.org/default.asp?pageID=branch_open&branchID=27",-122.317863,47.665539,"(47.665539, -122.317863)","University District"
"Libraries","Wallingford","1501 N 45TH ST","http://www.spl.org/default.asp?pageID=branch_open&branchID=28",-122.339104,47.661174,"(47.661174, -122.339104)","Wallingford"
"Libraries","West Seattle","2306 42ND AV SW","http://www.spl.org/default.asp?pageID=branch_open&branchID=29",-122.384757,47.582695,"(47.582695, -122.384757)","Admiral"
"Libraries","Ballard","5614 22ND AV NW","http://www.spl.org/default.asp?pageID=branch_open&branchID=3",-122.384204,47.669843,"(47.669843, -122.384204)","Ballard"
"Libraries","Beacon Hill","2821 BEACON AV S","http://www.spl.org/default.asp?pageID=branch_open&branchID=4",-122.311407,47.578046,"(47.578046, -122.311407)","North Beacon Hill"
"Libraries","Capitol Hill","425 HARVARD AV E","http://www.spl.org/default.asp?pageID=branch_open&branchID=6",-122.322451,47.622914,"(47.622914, -122.322451)","Capitol Hill"
"Libraries","Central","1000 4TH AV","http://www.spl.org/default.asp?pageID=branch_central&branchID=1",-122.332968,47.606485,"(47.606485, -122.332968)","Downtown"
"Libraries","Columbia","4721 RAINIER AV S","http://www.spl.org/default.asp?pageID=branch_open&branchID=7",-122.286879,47.559947,"(47.559947, -122.286879)","Columbia City"
"Libraries","Douglas-Truth","2300 E YESLER WAY","http://www.spl.org/default.asp?pageID=branch_open&branchID=9",-122.301832,47.601903,"(47.601903, -122.301832)","Garfield"
"Libraries","Fremont","731 N 35TH ST","http://www.spl.org/default.asp?pageID=branch_open&branchID=10",-122.3484,47.650068,"(47.650068, -122.3484)","Fremont"
"Libraries","Greenwood","8016 GREENWOOD AV N","http://www.spl.org/default.asp?pageID=branch_open&branchID=12",-122.354965,47.687497,"(47.687497, -122.354965)","Greenwood"
"Libraries","High Point","3411 SW RAYMOND ST","http://www.spl.org/default.asp?pageID=branch_open&branchID=13",-122.375814,47.548042,"(47.548042, -122.375814)","High Point"
"Libraries","South Park Branch","8604 8th Ave S","http://www.spl.org/default.asp?pageID=branch_open&branchID=25",-122.32259,47.52627,"(47.52627, -122.32259)","South Park"
"Fire Stations","Fire Station #26","800 S CLOVERDALE ST","http://www.seattle.gov/fleetsfacilities/firelevy/facilities/fs26/26.htm",-122.322376,47.526718,"(47.526718, -122.322376)","South Park"
"Fire Stations","Fire Station #29","2139 FERRY AV SW","http://www.seattle.gov/fleetsfacilities/firelevy/facilities/fs29/29.htm",-122.38875,47.584393,"(47.584393, -122.38875)","Admiral"
"Fire Stations","Fire Station #33","9645 RENTON AV S","http://www.seattle.gov/fleetsfacilities/firelevy/facilities/fs33/33.htm",-122.268662,47.515927,"(47.515927, -122.268662)","Rainier Beach"
"Fire Stations","Fire Station #37","7300 35TH AV SW","http://www.seattle.gov/fleetsfacilities/firelevy/facilities/fs37/37.htm",-122.376158,47.537193,"(47.537193, -122.376158)","Roxhill"
"Fire Stations","Fire Station #40","9401 35TH AV NE","http://www.seattle.gov/fleetsfacilities/firelevy/facilities/fs40/40.htm",-122.290937,47.696768,"(47.696768, -122.290937)","Wedgwood"
"Fire Stations","Fire Station #8","110 LEE ST","http://www.seattle.gov/fleetsfacilities/firelevy/facilities/fs08/8.htm",-122.354985,47.631175,"(47.631175, -122.354985)","East Queen Anne"
"Fire Stations","Fire Station #13","3601 BEACON AV S","http://www.seattle.gov/fleetsfacilities/firelevy/facilities/fs13/13.htm",-122.308646,47.571742,"(47.571742, -122.308646)","North Beacon Hill"
"Fire Stations","Fire Station #18","1521 NW MARKET ST","http://www.seattle.gov/fleetsfacilities/firelevy/facilities/fs18/18.htm",-122.377331,47.66839,"(47.66839, -122.377331)","Ballard"
"Fire Stations","Fire Station #22","901 E ROANOKE ST","http://www.seattle.gov/fleetsfacilities/firelevy/facilities/fs22/22.htm",-122.32085,47.642981,"(47.642981, -122.32085)","Portage Bay"
"Fire Stations","Fire Station #3","1735 West Thurman","http://www.seattle.gov/fire/firestations/stations.htm#sta3",-122.37875,47.6555,"(47.6555, -122.37875)","Interbay"
"Fire Stations","Fire Station #21","7304 GREENWOOD AV N","http://www.seattle.gov/fleetsfacilities/firelevy/facilities/fs21/21.htm",-122.354972,47.682034,"(47.682034, -122.354972)","Phinney Ridge"
